member_id,first_name,last_name,neighborhood,grade,book_id,checkout_date,genre,pages,publication_year,publisher,Member ID,Book ID,Checkout Date
1080.0,Bassel,Wahba,Shubra,9.0,505.0,2024-08-05,Historical,216.0,2024.0,Oasis Books,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,505.0,2024-09-24,Historical,216.0,2024.0,Oasis Books,,,
1005.0,Youssef,Halim,Maadi,9.0,507.0,2025-03-07,Science,160.0,2024.0,Nile Press,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,507.0,2025-02-02,Science,160.0,2024.0,Nile Press,,,
1055.0,Mostafa,Kamel,Heliopolis,9.0,531.0,2025-11-24,Friendship,272.0,2018.0,Oasis Books,,,
1058.0,Lina,Mansour,Heliopolis,8.0,507.0,2025-06-15,Science,160.0,2024.0,Nile Press,,,
1065.0,Adam,Fahmy,Zamalek,6.0,507.0,2025-12-20,Science,160.0,2024.0,Nile Press,,,
1030.0,Reem,Osman,Nasr City,,501.0,2024-06-20,Adventure,128.0,2017.0,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,529.0,2024-07-27,Mystery,298.0,,Cairo Young Readers,,,
1076.0,Dina,Wahba,Shubra,7.0,507.0,2024-09-12,Science,160.0,2024.0,Nile Press,,,
1013.0,Ziad,Fouad,Maadi,,519.0,2025-07-27,Friendship,157.0,2014.0,Nile Press,,,
1057.0,Ahmed,Fahmy,Heliopolis,8.0,513.0,2025-05-25,Science,294.0,2021.0,Oasis Books,,,
1047.0,Sara,Rashad,Heliopolis,,516.0,2024-02-16,Nature,241.0,2010.0,Nile Press,,,
1030.0,Reem,Osman,Nasr City,,507.0,2024-05-12,Science,160.0,2024.0,Nile Press,,,
1079.0,Rana,Osman,Shubra,8.0,507.0,2025-05-30,Science,160.0,2024.0,Nile Press,,,
1003.0,Bassel,Hegazy,Maadi,6.0,503.0,2024-03-25,Historical,259.0,,Nile Press,,,
1047.0,Sara,Rashad,Heliopolis,,507.0,2025-08-04,Science,160.0,2024.0,Nile Press,,,
1028.0,Hassan,Adel,Nasr City,9.0,503.0,2025-12-24,Historical,259.0,,Nile Press,,,
1073.0,Yassin,Kamel,Zamalek,7.0,501.0,2025-07-19,Adventure,128.0,2017.0,Nile Press,,,
1061.0,Ziad,Fahmy,zamalek,9.0,528.0,2024-08-15,Nature,114.0,2010.0,Delta House,,,
1077.0,Lina,Rashad,Shubra,6.0,513.0,2024-08-18,Science,294.0,2021.0,Oasis Books,,,
1020.0,Rana,Fouad,Maadi,6.0,501.0,2024-08-01,Adventure,128.0,2017.0,Nile Press,,,
1076.0,Dina,Wahba,Shubra,7.0,507.0,2025-02-26,Science,160.0,2024.0,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,519.0,2025-05-28,Friendship,157.0,2014.0,Nile Press,,,
1050.0,Fares,Adel,Heliopolis,6.0,514.0,2025-06-28,Science Fiction,328.0,2023.0,Cairo Young Readers,,,
1018.0,Ahmed,Shafik,Maadi,9.0,507.0,2024-05-15,Science,160.0,2024.0,Nile Press,,,
1079.0,Rana,Osman,Shubra,8.0,507.0,2024-03-19,Science,160.0,2024.0,Nile Press,,,
1079.0,Rana,Osman,Shubra,8.0,508.0,2024-03-20,Science,306.0,2011.0,Oasis Books,,,
1047.0,Sara,Rashad,Heliopolis,,530.0,2024-04-07,Adventure,208.0,2012.0,Oasis Books,,,
1010.0,Nour,Nabil,Maadi ,6.0,507.0,2025-11-14,Science,160.0,2024.0,Nile Press,,,
1016.0,Dina,Rashad,Maadi,8.0,509.0,2024-12-21,Mystery,221.0,2011.0,Nile Press,,,
1018.0,Ahmed,Shafik,Maadi,9.0,506.0,2025-10-10,Friendship,183.0,,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,512.0,2024-08-20,Adventure,238.0,2022.0,Delta House,,,
1018.0,Ahmed,Shafik,Maadi,9.0,501.0,2024-06-20,Adventure,128.0,2017.0,Nile Press,,,
1010.0,Nour,Nabil,Maadi ,6.0,507.0,2025-06-22,Science,160.0,2024.0,Nile Press,,,
1050.0,Fares,Adel,Heliopolis,6.0,501.0,2025-09-10,Adventure,128.0,2017.0,Nile Press,,,
1010.0,Nour,Nabil,Maadi ,6.0,520.0,2024-07-28,Science Fiction,136.0,2009.0,Oasis Books,,,
1008.0,Ziad,Saleh,Maadi,8.0,529.0,2025-12-12,Mystery,298.0,,Cairo Young Readers,,,
1049.0,Ahmed,Gamal,Heliopolis,6.0,513.0,2024-08-12,Science,294.0,2021.0,Oasis Books,,,
1050.0,Fares,Adel,Heliopolis,6.0,529.0,2025-12-07,Mystery,298.0,,Cairo Young Readers,,,
1034.0,Aya,Wahba,Nasr City,9.0,529.0,2024-07-27,Mystery,298.0,,Cairo Young Readers,,,
1057.0,Ahmed,Fahmy,Heliopolis,8.0,501.0,2025-10-25,Adventure,128.0,2017.0,Nile Press,,,
1010.0,Nour,Nabil,Maadi ,6.0,506.0,2025-02-22,Friendship,183.0,,Nile Press,,,
1030.0,Reem,Osman,Nasr City,,525.0,2025-05-18,Adventure,297.0,2015.0,Oasis Books,,,
1071.0,Jana,Hegazy,Zamalek,8.0,513.0,2025-02-24,Science,294.0,2021.0,Oasis Books,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,522.0,2025-02-24,Mystery,104.0,2016.0,Cairo Young Readers,,,
1050.0,Fares,Adel,Heliopolis,6.0,507.0,2025-04-23,Science,160.0,2024.0,Nile Press,,,
1047.0,Sara,Rashad,Heliopolis,,507.0,2025-09-21,Science,160.0,2024.0,Nile Press,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,507.0,2024-02-07,Science,160.0,2024.0,Nile Press,,,
1047.0,Sara,Rashad,Heliopolis,,503.0,2025-06-16,Historical,259.0,,Nile Press,,,
1072.0,Seif,Zaki,Zamalek,9.0,522.0,2024-08-13,Mystery,104.0,2016.0,Cairo Young Readers,,,
1072.0,Seif,Zaki,Zamalek,9.0,521.0,2024-01-04,Science,211.0,2024.0,Cairo Young Readers,,,
1075.0,Malak,Fahmy,Shubra,7.0,528.0,2025-12-13,Nature,114.0,2010.0,Delta House,,,
1026.0,Nada,Saleh,Nasr City,7.0,501.0,2025-09-13,Adventure,128.0,2017.0,Nile Press,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,512.0,2024-09-14,Adventure,238.0,2022.0,Delta House,,,
1047.0,Sara,Rashad,Heliopolis,,506.0,2024-03-12,Friendship,183.0,,Nile Press,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,513.0,2024-01-18,Science,294.0,2021.0,Oasis Books,,,
1018.0,Ahmed,Shafik,Maadi,9.0,503.0,2024-10-07,Historical,259.0,,Nile Press,,,
1062.0,Tarek,Adel,Zamalek,7.0,513.0,2025-03-06,Science,294.0,2021.0,Oasis Books,,,
1008.0,Ziad,Saleh,Maadi,8.0,521.0,2024-09-21,Science,211.0,2024.0,Cairo Young Readers,,,
1011.0,Menna,Halim,Maadi,8.0,501.0,2024-11-24,Adventure,128.0,2017.0,Nile Press,,,
1072.0,Seif,Zaki,Zamalek,9.0,522.0,2025-09-09,Mystery,104.0,2016.0,Cairo Young Readers,,,
1039.0,Nada,Riad,Nasr City,7.0,516.0,2025-08-22,Nature,241.0,2010.0,Nile Press,,,
1065.0,Adam,Fahmy,Zamalek,6.0,507.0,2025-12-20,Science,160.0,2024.0,Nile Press,,,
1074.0,Mostafa,Saleh,Zamalek,8.0,510.0,2024-08-03,Mystery,134.0,2013.0,Cairo Young Readers,,,
1050.0,Fares,Adel,Heliopolis,6.0,519.0,2025-02-10,Friendship,157.0,2014.0,Nile Press,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,519.0,2025-03-18,Friendship,157.0,2014.0,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,506.0,2025-01-12,Friendship,183.0,,Nile Press,,,
1018.0,Ahmed,Shafik,Maadi,9.0,503.0,2025-08-04,Historical,259.0,,Nile Press,,,
1047.0,Sara,Rashad,Heliopolis,,501.0,2025-11-16,Adventure,128.0,2017.0,Nile Press,,,
1022.0,Youssef,Fouad,Maadi,7.0,501.0,2025-02-17,Adventure,128.0,2017.0,Nile Press,,,
1068.0,Layla,Hegazy,Zamalek,8.0,506.0,2025-12-01,Friendship,183.0,,Nile Press,,,
1030.0,Reem,Osman,Nasr City,,526.0,2025-01-15,Science Fiction,125.0,2016.0,Delta House,,,
1030.0,Reem,Osman,Nasr City,,502.0,2025-12-04,Adventure,109.0,2018.0,Delta House,,,
1002.0,Fares,Saleh,Maadi,9.0,507.0,2024-06-25,Science,160.0,2024.0,Nile Press,,,
1053.0,Adam,Shafik,Heliopolis,9.0,518.0,2024-11-28,Adventure,163.0,2011.0,Delta House,,,
1047.0,Sara,Rashad,Heliopolis,,514.0,2025-07-06,Science Fiction,328.0,2023.0,Cairo Young Readers,,,
1007.0,Sherif,Fouad,Maadi,6.0,507.0,2024-10-11,Science,160.0,2024.0,Nile Press,,,
1075.0,Malak,Fahmy,Shubra,7.0,514.0,2024-01-03,Science Fiction,328.0,2023.0,Cairo Young Readers,,,
1046.0,Amir,Fouad,HELIOPOLIS,7.0,507.0,2024-06-09,Science,160.0,2024.0,Nile Press,,,
1047.0,Sara,Rashad,Heliopolis,,520.0,2025-06-01,Science Fiction,136.0,2009.0,Oasis Books,,,
1057.0,Ahmed,Fahmy,Heliopolis,8.0,506.0,2024-02-20,Friendship,183.0,,Nile Press,,,
1040.0,Dina,Adel,Nasr City,9.0,513.0,2025-03-07,Science,294.0,2021.0,Oasis Books,,,
1010.0,Nour,Nabil,Maadi ,6.0,527.0,2024-05-20,Nature,328.0,2017.0,Delta House,,,
1060.0,Layla,Wahba,Heliopolis,7.0,513.0,2025-09-13,Science,294.0,2021.0,Oasis Books,,,
1010.0,Nour,Nabil,Maadi ,6.0,509.0,2024-02-28,Mystery,221.0,2011.0,Nile Press,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,507.0,2025-10-14,Science,160.0,2024.0,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,507.0,2025-03-25,Science,160.0,2024.0,Nile Press,,,
1076.0,Dina,Wahba,Shubra,7.0,501.0,2025-03-14,Adventure,128.0,2017.0,Nile Press,,,
1010.0,Nour,Nabil,Maadi ,6.0,519.0,2024-06-28,Friendship,157.0,2014.0,Nile Press,,,
1076.0,Dina,Wahba,Shubra,7.0,519.0,2024-04-27,Friendship,157.0,2014.0,Nile Press,,,
1003.0,Bassel,Hegazy,Maadi,6.0,513.0,2025-09-04,Science,294.0,2021.0,Oasis Books,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,529.0,2025-06-25,Mystery,298.0,,Cairo Young Readers,,,
1072.0,Seif,Zaki,Zamalek,9.0,525.0,2024-02-17,Adventure,297.0,2015.0,Oasis Books,,,
1070.0,Ahmed,Zaki,Zamalek,9.0,501.0,2025-12-28,Adventure,128.0,2017.0,Nile Press,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,513.0,2024-09-17,Science,294.0,2021.0,Oasis Books,,,
1008.0,Ziad,Saleh,Maadi,8.0,520.0,2024-05-28,Science Fiction,136.0,2009.0,Oasis Books,,,
1047.0,Sara,Rashad,Heliopolis,,506.0,2025-05-13,Friendship,183.0,,Nile Press,,,
1020.0,Rana,Fouad,Maadi,6.0,515.0,2024-12-06,Poetry,316.0,2022.0,Cairo Young Readers,,,
1026.0,Nada,Saleh,Nasr City,7.0,519.0,2025-10-22,Friendship,157.0,2014.0,Nile Press,,,
1077.0,Lina,Rashad,Shubra,6.0,501.0,2025-01-26,Adventure,128.0,2017.0,Nile Press,,,
1008.0,Ziad,Saleh,Maadi,8.0,520.0,2025-12-27,Science Fiction,136.0,2009.0,Oasis Books,,,
1054.0,Retaj,Fahmy,Heliopolis,6.0,513.0,2024-08-04,Science,294.0,2021.0,Oasis Books,,,
1057.0,Ahmed,Fahmy,Heliopolis,8.0,530.0,2025-07-22,Adventure,208.0,2012.0,Oasis Books,,,
1071.0,Jana,Hegazy,Zamalek,8.0,525.0,2025-08-05,Adventure,297.0,2015.0,Oasis Books,,,
1047.0,Sara,Rashad,Heliopolis,,506.0,2025-06-05,Friendship,183.0,,Nile Press,,,
1018.0,Ahmed,Shafik,Maadi,9.0,506.0,2025-04-21,Friendship,183.0,,Nile Press,,,
1003.0,Bassel,Hegazy,Maadi,6.0,521.0,2025-08-21,Science,211.0,2024.0,Cairo Young Readers,,,
1034.0,Aya,Wahba,Nasr City,9.0,525.0,2025-06-04,Adventure,297.0,2015.0,Oasis Books,,,
1030.0,Reem,Osman,Nasr City,,530.0,2024-10-12,Adventure,208.0,2012.0,Oasis Books,,,
1034.0,Aya,Wahba,Nasr City,9.0,501.0,2025-11-10,Adventure,128.0,2017.0,Nile Press,,,
1073.0,Yassin,Kamel,Zamalek,7.0,501.0,2025-02-02,Adventure,128.0,2017.0,Nile Press,,,
1030.0,Reem,Osman,Nasr City,,532.0,2024-10-03,Friendship,337.0,2017.0,Oasis Books,,,
1057.0,Ahmed,Fahmy,Heliopolis,8.0,519.0,2025-10-19,Friendship,157.0,2014.0,Nile Press,,,
1062.0,Tarek,Adel,Zamalek,7.0,513.0,2025-09-27,Science,294.0,2021.0,Oasis Books,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,507.0,2025-09-11,Science,160.0,2024.0,Nile Press,,,
1008.0,Ziad,Saleh,Maadi,8.0,525.0,2024-12-15,Adventure,297.0,2015.0,Oasis Books,,,
1034.0,Aya,Wahba,Nasr City,9.0,501.0,2025-08-20,Adventure,128.0,2017.0,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,522.0,2025-10-16,Mystery,104.0,2016.0,Cairo Young Readers,,,
1019.0,Mostafa,Wahba,Maadi,6.0,501.0,2024-06-20,Adventure,128.0,2017.0,Nile Press,,,
1017.0,Adam,Badr,Maadi,9.0,507.0,2025-01-19,Science,160.0,2024.0,Nile Press,,,
1017.0,Adam,Badr,Maadi,9.0,502.0,2025-08-25,Adventure,109.0,2018.0,Delta House,,,
1050.0,Fares,Adel,Heliopolis,6.0,510.0,2024-04-11,Mystery,134.0,2013.0,Cairo Young Readers,,,
1065.0,Adam,Fahmy,Zamalek,6.0,507.0,2025-06-26,Science,160.0,2024.0,Nile Press,,,
1018.0,Ahmed,Shafik,Maadi,9.0,525.0,2025-08-19,Adventure,297.0,2015.0,Oasis Books,,,
1065.0,Adam,Fahmy,Zamalek,6.0,513.0,2024-12-18,Science,294.0,2021.0,Oasis Books,,,
1055.0,Mostafa,Kamel,Heliopolis,9.0,520.0,2025-04-12,Science Fiction,136.0,2009.0,Oasis Books,,,
1016.0,Dina,Rashad,Maadi,8.0,527.0,2024-12-03,Nature,328.0,2017.0,Delta House,,,
1075.0,Malak,Fahmy,Shubra,7.0,524.0,2024-04-19,Historical,114.0,2016.0,Cairo Young Readers,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,514.0,2025-07-01,Science Fiction,328.0,2023.0,Cairo Young Readers,,,
1068.0,Layla,Hegazy,Zamalek,8.0,501.0,2024-06-11,Adventure,128.0,2017.0,Nile Press,,,
1062.0,Tarek,Adel,Zamalek,7.0,519.0,2024-01-23,Friendship,157.0,2014.0,Nile Press,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,528.0,2025-12-16,Nature,114.0,2010.0,Delta House,,,
1003.0,Bassel,Hegazy,Maadi,6.0,519.0,2024-12-03,Friendship,157.0,2014.0,Nile Press,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,525.0,2024-06-01,Adventure,297.0,2015.0,Oasis Books,,,
1018.0,Ahmed,Shafik,Maadi,9.0,513.0,2024-07-21,Science,294.0,2021.0,Oasis Books,,,
1011.0,Menna,Halim,Maadi,8.0,516.0,2025-10-02,Nature,241.0,2010.0,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,519.0,2024-09-15,Friendship,157.0,2014.0,Nile Press,,,
1003.0,Bassel,Hegazy,Maadi,6.0,519.0,2025-09-17,Friendship,157.0,2014.0,Nile Press,,,
1027.0,Mostafa,Fouad,Nasr City,9.0,501.0,2024-11-08,Adventure,128.0,2017.0,Nile Press,,,
1054.0,Retaj,Fahmy,Heliopolis,6.0,517.0,2024-09-06,Mystery,338.0,2015.0,Delta House,,,
1013.0,Ziad,Fouad,Maadi,,510.0,2024-11-21,Mystery,134.0,2013.0,Cairo Young Readers,,,
1037.0,Retaj,Kamel,Nasr City,,516.0,2025-09-08,Nature,241.0,2010.0,Nile Press,,,
1034.0,Aya,Wahba,Nasr City,9.0,507.0,2024-12-02,Science,160.0,2024.0,Nile Press,,,
1022.0,Youssef,Fouad,Maadi,7.0,513.0,2024-03-17,Science,294.0,2021.0,Oasis Books,,,
1034.0,Aya,Wahba,Nasr City,9.0,528.0,2025-04-25,Nature,114.0,2010.0,Delta House,,,
1003.0,Bassel,Hegazy,Maadi,6.0,522.0,2025-06-12,Mystery,104.0,2016.0,Cairo Young Readers,,,
1007.0,Sherif,Fouad,Maadi,6.0,506.0,2024-07-15,Friendship,183.0,,Nile Press,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,513.0,2025-05-26,Science,294.0,2021.0,Oasis Books,,,
1008.0,Ziad,Saleh,Maadi,8.0,511.0,2024-06-27,Historical,117.0,2016.0,Nile Press,,,
1024.0,Youssef,Hegazy,Nasr City,8.0,519.0,2025-01-10,Friendship,157.0,2014.0,Nile Press,,,
1076.0,Dina,Wahba,Shubra,7.0,501.0,2025-02-02,Adventure,128.0,2017.0,Nile Press,,,
1044.0,Sherif,Saleh,Heliopolis,7.0,529.0,2025-06-25,Mystery,298.0,,Cairo Young Readers,,,
,,,,,,,,,,,1026.0,522.0,2025-07-11
,,,,,,,,,,,1049.0,520.0,2025-07-11
,,,,,,,,,,,1062.0,525.0,2025-07-05
,,,,,,,,,,,1065.0,520.0,2025-07-07
,,,,,,,,,,,1104.0,515.0,2025-07-07
,,,,,,,,,,,1009.0,503.0,2025-07-09
,,,,,,,,,,,1063.0,522.0,2025-07-07
,,,,,,,,,,,1022.0,511.0,2025-07-12
,,,,,,,,,,,1029.0,523.0,2025-07-09
,,,,,,,,,,,1201.0,509.0,2025-07-10
,,,,,,,,,,,1005.0,513.0,2025-07-10
,,,,,,,,,,,1104.0,526.0,2025-07-05
,,,,,,,,,,,1058.0,518.0,2025-07-08
,,,,,,,,,,,1002.0,521.0,2025-07-08
,,,,,,,,,,,1150.0,530.0,2025-07-10
,,,,,,,,,,,1041.0,504.0,2025-07-05
,,,,,,,,,,,1055.0,526.0,2025-07-11
,,,,,,,,,,,1061.0,513.0,2025-07-06
,,,,,,,,,,,1012.0,509.0,2025-07-11
,,,,,,,,,,,1007.0,510.0,2025-07-07
,,,,,,,,,,,1073.0,530.0,2025-07-07
,,,,,,,,,,,1003.0,501.0,2025-07-08
,,,,,,,,,,,1017.0,507.0,2025-07-11
,,,,,,,,,,,1061.0,504.0,2025-07-06
,,,,,,,,,,,1201.0,523.0,2025-07-08
,,,,,,,,,,,1041.0,512.0,2025-07-06
